2025-05-27 13:17:00.272 [background-preinit] INFO  org.hibernate.validator.internal.util.Version.<clinit>(21) | HV000001: Hibernate Validator 6.2.5.Final
2025-05-27 13:17:06.686 [main] INFO  com.baomidou.dynamic.datasource.DynamicRoutingDataSource.addDataSource(158) | dynamic-datasource - add a datasource named [slave] success
2025-05-27 13:17:06.687 [main] INFO  com.baomidou.dynamic.datasource.DynamicRoutingDataSource.addDataSource(158) | dynamic-datasource - add a datasource named [master] success
2025-05-27 13:17:06.688 [main] INFO  com.baomidou.dynamic.datasource.DynamicRoutingDataSource.afterPropertiesSet(241) | dynamic-datasource initial loaded [2] datasource,primary datasource named [master]
2025-05-27 13:17:12.753 [main] INFO  org.redisson.Version.logVersion(43) | Redisson 3.41.0
2025-05-27 13:17:12.813 [main] ERROR io.netty.resolver.dns.DnsServerAddressStreamProviders.<clinit>(79) | Unable to load io.netty.resolver.dns.macos.MacOSDnsServerAddressStreamProvider, fallback to system defaults. This may result in incorrect DNS resolutions on MacOS. Check whether you have a dependency on 'io.netty:netty-resolver-dns-native-macos'. Use DEBUG level to see the full stack: java.lang.UnsatisfiedLinkError: failed to load the required native library
2025-05-27 13:17:13.029 [redisson-netty-1-6] INFO  org.redisson.connection.ConnectionsHolder.lambda$initConnections$1(132) | 1 connections initialized for localhost/127.0.0.1:6379
2025-05-27 13:17:13.116 [redisson-netty-1-20] INFO  org.redisson.connection.ConnectionsHolder.lambda$initConnections$1(132) | 24 connections initialized for localhost/127.0.0.1:6379
2025-05-27 13:17:16.356 [main] INFO  com.xingyuv.captcha.service.impl.AbstractCaptchaService.init(87) | --->>>xingyuv captcha-plus 初始化验证码底图<<<---blockPuzzle
2025-05-27 13:17:18.168 [main] INFO  org.quartz.impl.StdSchedulerFactory.instantiate(1220) | Using default implementation for ThreadExecutor
2025-05-27 13:17:18.178 [main] INFO  org.quartz.core.SchedulerSignalerImpl.<init>(61) | Initialized Scheduler Signaller of type: class org.quartz.core.SchedulerSignalerImpl
2025-05-27 13:17:18.178 [main] INFO  org.quartz.core.QuartzScheduler.<init>(229) | Quartz Scheduler v.2.3.2 created.
2025-05-27 13:17:18.185 [main] INFO  org.quartz.impl.jdbcjobstore.JobStoreSupport.initialize(672) | Using db table-based data access locking (synchronization).
2025-05-27 13:17:18.187 [main] INFO  org.quartz.impl.jdbcjobstore.JobStoreCMT.initialize(145) | JobStoreCMT initialized.
2025-05-27 13:17:18.187 [main] INFO  org.quartz.core.QuartzScheduler.initialize(294) | Scheduler meta-data: Quartz Scheduler (v2.3.2) 'schedulerName' with instanceId 'xiaoyudeMacBook-Pro.local1748323038170'
  Scheduler class: 'org.quartz.core.QuartzScheduler' - running locally.
  NOT STARTED.
  Currently in standby mode.
  Number of jobs executed: 0
  Using thread pool 'org.quartz.simpl.SimpleThreadPool' - with 25 threads.
  Using job-store 'org.springframework.scheduling.quartz.LocalDataSourceJobStore' - which supports persistence. and is clustered.

2025-05-27 13:17:18.187 [main] INFO  org.quartz.impl.StdSchedulerFactory.instantiate(1374) | Quartz scheduler 'schedulerName' initialized from an externally provided properties instance.
2025-05-27 13:17:18.187 [main] INFO  org.quartz.impl.StdSchedulerFactory.instantiate(1378) | Quartz scheduler version: 2.3.2
2025-05-27 13:17:18.187 [main] INFO  org.quartz.core.QuartzScheduler.setJobFactory(2293) | JobFactory set to: org.springframework.scheduling.quartz.SpringBeanJobFactory@387bbd7a
2025-05-27 13:17:18.826 [main] INFO  org.flowable.spring.boot.AbstractEngineAutoConfiguration.discoverDeploymentResources(104) | No deployment resources were found for autodeployment
2025-05-27 13:17:19.472 [main] INFO  org.flowable.common.engine.impl.AbstractEngineConfiguration.initConfigurators(1084) | Found 2 Engine Configurators in total:
2025-05-27 13:17:19.474 [main] INFO  org.flowable.common.engine.impl.AbstractEngineConfiguration.initConfigurators(1086) | class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2025-05-27 13:17:19.474 [main] INFO  org.flowable.common.engine.impl.AbstractEngineConfiguration.initConfigurators(1086) | class org.flowable.idm.engine.configurator.IdmEngineConfigurator (priority:150000)
2025-05-27 13:17:19.474 [main] INFO  org.flowable.common.engine.impl.AbstractEngineConfiguration.configuratorsBeforeInit(1112) | Executing beforeInit() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2025-05-27 13:17:19.487 [main] INFO  org.flowable.common.engine.impl.AbstractEngineConfiguration.configuratorsBeforeInit(1112) | Executing beforeInit() of class org.flowable.idm.engine.configurator.IdmEngineConfigurator (priority:150000)
2025-05-27 13:17:20.923 [main] INFO  org.flowable.common.engine.impl.AbstractEngineConfiguration.configuratorsAfterInit(1119) | Executing configure() of class org.flowable.eventregistry.spring.configurator.SpringEventRegistryConfigurator (priority:100000)
2025-05-27 13:17:21.443 [main] INFO  liquibase.logging.core.JavaLogger.log(30) | Successfully acquired change log lock
2025-05-27 13:17:21.873 [main] INFO  liquibase.logging.core.JavaLogger.log(30) | Reading from `autoee-crm`.FLW_EV_DATABASECHANGELOG
2025-05-27 13:17:21.926 [main] INFO  liquibase.logging.core.JavaLogger.log(30) | Successfully released change log lock
2025-05-27 13:17:21.927 [main] INFO  org.flowable.eventregistry.impl.EventRegistryEngineImpl.<init>(53) | EventRegistryEngine default created
2025-05-27 13:17:21.927 [main] INFO  org.flowable.common.engine.impl.AbstractEngineConfiguration.configuratorsAfterInit(1119) | Executing configure() of class org.flowable.idm.engine.configurator.IdmEngineConfigurator (priority:150000)
2025-05-27 13:17:21.953 [main] INFO  org.flowable.idm.engine.impl.IdmEngineImpl.<init>(52) | IdmEngine default created
2025-05-27 13:17:21.997 [main] INFO  org.flowable.engine.impl.ProcessEngineImpl.<init>(89) | ProcessEngine default created
2025-05-27 13:17:22.016 [main] INFO  org.flowable.engine.impl.cmd.ValidateV5EntitiesCmd.execute(43) | Total of v5 deployments found: 0
2025-05-27 13:17:23.901 [main] INFO  org.jeecg.modules.jmreport.config.JmReportExecutorConfig.afterPropertiesSet(42) |  Init JimuReport Config [ 线程池 ] 
2025-05-27 13:17:25.232 [main] INFO  org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver.<init>(58) | Exposing 17 endpoint(s) beneath base path '/actuator'
2025-05-27 13:17:25.377 [main] INFO  org.springframework.security.web.DefaultSecurityFilterChain.<init>(55) | Will secure any request with [org.springframework.security.web.session.DisableEncodeUrlFilter@428fef32, org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@5393c04, org.springframework.security.web.context.SecurityContextPersistenceFilter@17b1f9a7, org.springframework.security.web.header.HeaderWriterFilter@7c553e61, org.springframework.web.filter.CorsFilter@44a83ca4, org.springframework.security.web.authentication.logout.LogoutFilter@5f47c2e2, cn.iocoder.yudao.framework.security.core.filter.TokenAuthenticationFilter@7ead0b51, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@3cc5b3d3, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@66041d36, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@3a8a2089, org.springframework.security.web.session.SessionManagementFilter@70143ee4, org.springframework.security.web.access.ExceptionTranslationFilter@31b5db46, org.springframework.security.web.access.intercept.AuthorizationFilter@6e133ed]
2025-05-27 13:17:25.426 [main] INFO  cn.iocoder.yudao.framework.dict.core.DictFrameworkUtils.init(73) | [init][初始化 DictFrameworkUtils 成功]
2025-05-27 13:17:25.435 [main] INFO  cn.iocoder.yudao.framework.jackson.config.YudaoJacksonAutoConfiguration.jsonUtils(48) | [init][初始化 JsonUtils 成功]
2025-05-27 13:17:25.651 [main] INFO  com.fhs.common.spring.SpringContextUtil.setApplicationContext(38) | ------SpringContextUtil setApplicationContext-------
2025-05-27 13:17:26.304 [main] INFO  org.flowable.job.service.impl.asyncexecutor.AbstractAsyncExecutor.start(108) | Starting up the async job executor [org.flowable.spring.job.service.SpringAsyncExecutor] for engine bpmn
2025-05-27 13:17:26.310 [Thread-59] INFO  org.flowable.job.service.impl.asyncexecutor.ResetExpiredJobsRunnable.run(63) | starting to reset expired jobs for engine bpmn
2025-05-27 13:17:26.310 [main] INFO  org.apache.juli.logging.DirectJDKLog.log(173) | Starting ProtocolHandler ["http-nio-40061"]
2025-05-27 13:17:26.311 [Thread-57] INFO  org.flowable.job.service.impl.asyncexecutor.AcquireAsyncJobsDueRunnable.run(106) | starting to acquire async jobs due for engine bpmn
2025-05-27 13:17:26.311 [Thread-58] INFO  org.flowable.job.service.impl.asyncexecutor.AcquireTimerJobsRunnable.run(109) | starting to acquire async jobs due for engine bpmn
2025-05-27 13:17:26.329 [main] INFO  org.springframework.boot.web.embedded.tomcat.TomcatWebServer.start(220) | Tomcat started on port(s): 40061 (http) with context path ''
2025-05-27 13:17:26.331 [main] INFO  org.springframework.scheduling.quartz.SchedulerFactoryBean.startScheduler(729) | Starting Quartz Scheduler now
2025-05-27 13:17:26.347 [main] INFO  org.quartz.impl.jdbcjobstore.JobStoreSupport.logWarnIfNonZero(3644) | ClusterManager: detected 1 failed or restarted instances.
2025-05-27 13:17:26.347 [main] INFO  org.quartz.impl.jdbcjobstore.JobStoreSupport.clusterRecover(3503) | ClusterManager: Scanning for instance "xiaoyudeMacBook-Pro.local1747896235048"'s failed in-progress jobs.
2025-05-27 13:17:26.349 [main] INFO  org.quartz.core.QuartzScheduler.start(547) | Scheduler schedulerName_$_xiaoyudeMacBook-Pro.local1748323038170 started.
2025-05-27 13:17:26.369 [main] INFO  org.springframework.boot.StartupInfoLogger.logStarted(61) | Started YudaoServerApplication in 26.873 seconds (JVM running for 27.631)
2025-05-27 13:17:27.052 [RMI TCP Connection(1)-127.0.0.1] INFO  org.apache.juli.logging.DirectJDKLog.log(173) | Initializing Spring DispatcherServlet 'dispatcherServlet'
2025-05-27 13:17:27.052 [RMI TCP Connection(1)-127.0.0.1] INFO  org.springframework.web.servlet.FrameworkServlet.initServletBean(525) | Initializing Servlet 'dispatcherServlet'
2025-05-27 13:17:27.059 [RMI TCP Connection(1)-127.0.0.1] INFO  org.springframework.web.servlet.FrameworkServlet.initServletBean(547) | Completed initialization in 6 ms
2025-05-27 13:17:27.380 [pool-12-thread-1] INFO  cn.iocoder.yudao.framework.banner.core.BannerApplicationRunner.lambda$run$0(41) | 
    ----------------------------------------------------------
	项目启动成功！
	当前环境：local
	Local: 		http://localhost:40061/
	External: 	http://127.0.0.1:40061/
	----------------------------------------------------------
	masterDbUrl: 	jdbc:mysql://localhost:3306/autoee-crm
	----------------------------------------------------------
2025-05-27 13:17:33.897 [http-nio-40061-exec-3] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/system/auth/refresh-token) 参数({refreshToken=c58271d693064dbeb62f538823aa1a31})]
2025-05-27 13:17:34.497 [http-nio-40061-exec-3] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/auth/refresh-token) 耗时(597 ms)]
2025-05-27 13:17:34.616 [http-nio-40061-exec-5] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/dict-data/simple-list) 无参数]
2025-05-27 13:17:34.857 [http-nio-40061-exec-5] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/dict-data/simple-list) 耗时(240 ms)]
2025-05-27 13:17:37.865 [http-nio-40061-exec-8] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/notify-message/get-unread-count) 无参数]
2025-05-27 13:17:37.865 [http-nio-40061-exec-7] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/infra/file/4/get/4296023cc7880ec82ba0acac52d11239a1205c66c1038c8d376c46fdac19617f.png) 无参数]
2025-05-27 13:17:37.903 [http-nio-40061-exec-8] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/notify-message/get-unread-count) 耗时(37 ms)]
2025-05-27 13:17:38.032 [http-nio-40061-exec-7] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/infra/file/4/get/4296023cc7880ec82ba0acac52d11239a1205c66c1038c8d376c46fdac19617f.png) 耗时(166 ms)]
2025-05-27 13:17:41.394 [http-nio-40061-exec-2] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/crm/clue/page) 参数({sceneType=1, pageNo=1, name=, mobile=, pageSize=10, telephone=, transformStatus=false})]
2025-05-27 13:17:41.653 [http-nio-40061-exec-2] INFO  cn.iocoder.yudao.framework.ip.core.utils.AreaUtils.<init>(65) | 启动加载 AreaUtils 成功，耗时 (29) 毫秒
2025-05-27 13:17:41.663 [http-nio-40061-exec-2] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/crm/clue/page) 耗时(267 ms)]
2025-05-27 13:19:14.728 [http-nio-40061-exec-5] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/dict-data/simple-list) 无参数]
2025-05-27 13:19:15.120 [http-nio-40061-exec-5] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/dict-data/simple-list) 耗时(391 ms)]
2025-05-27 13:19:16.076 [http-nio-40061-exec-6] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/notify-message/get-unread-count) 无参数]
2025-05-27 13:19:16.092 [http-nio-40061-exec-9] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/crm/clue/page) 参数({sceneType=1, pageNo=1, name=, mobile=, pageSize=10, telephone=, transformStatus=false})]
2025-05-27 13:19:16.103 [http-nio-40061-exec-8] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/infra/file/4/get/4296023cc7880ec82ba0acac52d11239a1205c66c1038c8d376c46fdac19617f.png) 无参数]
2025-05-27 13:19:16.184 [http-nio-40061-exec-6] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/notify-message/get-unread-count) 耗时(107 ms)]
2025-05-27 13:19:16.301 [http-nio-40061-exec-8] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/infra/file/4/get/4296023cc7880ec82ba0acac52d11239a1205c66c1038c8d376c46fdac19617f.png) 耗时(197 ms)]
2025-05-27 13:19:16.925 [http-nio-40061-exec-9] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/crm/clue/page) 耗时(832 ms)]
2025-05-27 13:20:45.692 [http-nio-40061-exec-5] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/crm/clue/page) 参数({sceneType=2, pageNo=1, name=, mobile=, pageSize=10, telephone=, transformStatus=false})]
2025-05-27 13:20:45.748 [http-nio-40061-exec-5] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/crm/clue/page) 耗时(51 ms)]
2025-05-27 13:20:46.659 [http-nio-40061-exec-10] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/crm/clue/page) 参数({sceneType=3, pageNo=1, name=, mobile=, pageSize=10, telephone=, transformStatus=false})]
2025-05-27 13:20:46.737 [http-nio-40061-exec-10] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/crm/clue/page) 耗时(77 ms)]
2025-05-27 13:20:47.686 [http-nio-40061-exec-8] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/crm/clue/page) 参数({sceneType=2, pageNo=1, name=, mobile=, pageSize=10, telephone=, transformStatus=false})]
2025-05-27 13:20:47.707 [http-nio-40061-exec-8] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/crm/clue/page) 耗时(20 ms)]
2025-05-27 13:20:48.197 [http-nio-40061-exec-3] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/crm/clue/page) 参数({sceneType=1, pageNo=1, name=, mobile=, pageSize=10, telephone=, transformStatus=false})]
2025-05-27 13:20:48.238 [http-nio-40061-exec-3] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/crm/clue/page) 耗时(40 ms)]
2025-05-27 13:20:51.854 [http-nio-40061-exec-4] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/crm/clue/get) 参数({id=9})]
2025-05-27 13:20:51.955 [http-nio-40061-exec-4] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/crm/clue/get) 耗时(98 ms)]
2025-05-27 13:20:51.982 [http-nio-40061-exec-7] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/area/tree) 无参数]
2025-05-27 13:20:52.420 [http-nio-40061-exec-7] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/area/tree) 耗时(438 ms)]
2025-05-27 13:20:52.483 [http-nio-40061-exec-6] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/user/simple-list) 无参数]
2025-05-27 13:20:52.505 [http-nio-40061-exec-6] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/user/simple-list) 耗时(22 ms)]
2025-05-27 13:21:15.886 [http-nio-40061-exec-3] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/notify-message/get-unread-count) 无参数]
2025-05-27 13:21:15.917 [http-nio-40061-exec-3] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/notify-message/get-unread-count) 耗时(30 ms)]
2025-05-27 13:23:15.922 [http-nio-40061-exec-4] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/notify-message/get-unread-count) 无参数]
2025-05-27 13:23:15.945 [http-nio-40061-exec-4] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/notify-message/get-unread-count) 耗时(21 ms)]
2025-05-27 13:23:55.325 [http-nio-40061-exec-10] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(51) | [preHandle][开始请求 URL(/admin-api/crm/clue/get) 参数({id=9})]
2025-05-27 13:23:55.389 [http-nio-40061-exec-10] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/crm/clue/get) 耗时(60 ms)]
2025-05-27 13:23:55.409 [http-nio-40061-exec-8] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/area/tree) 无参数]
2025-05-27 13:23:56.055 [http-nio-40061-exec-8] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/area/tree) 耗时(645 ms)]
2025-05-27 13:23:56.117 [http-nio-40061-exec-3] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/user/simple-list) 无参数]
2025-05-27 13:23:56.137 [http-nio-40061-exec-3] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/user/simple-list) 耗时(19 ms)]
2025-05-27 13:24:37.275 [http-nio-40061-exec-1] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/area/tree) 无参数]
2025-05-27 13:24:37.713 [http-nio-40061-exec-1] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/area/tree) 耗时(436 ms)]
2025-05-27 13:24:37.770 [http-nio-40061-exec-5] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/user/simple-list) 无参数]
2025-05-27 13:24:37.783 [http-nio-40061-exec-5] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.afterCompletion(70) | [afterCompletion][完成请求 URL(/admin-api/system/user/simple-list) 耗时(12 ms)]
2025-05-27 13:25:15.898 [http-nio-40061-exec-6] INFO  cn.iocoder.yudao.framework.apilog.core.interceptor.ApiAccessLogInterceptor.preHandle(49) | [preHandle][开始请求 URL(/admin-api/system/notify-message/get-unread-count) 无参数]
